ID,TARGET
2,0.0462886616588
5,0.0561467595398
6,0.00138769694604
7,0.00987884309143
9,0.00180186738726
11,0.242493540049
12,0.034721583128
15,0.171143010259
16,0.0283537339419
17,0.0177013762295
19,0.0245150998235
21,0.00351758883335
22,0.0177683699876
24,0.0109181292355
27,0.00785528309643
28,0.0236687418073
30,0.124500535429
33,0.0027149815578
35,0.0119751831517
37,0.0190571248531
38,0.0203024316579
40,0.186124354601
41,0.0240630581975
44,0.0100773731247
46,0.0815804749727
47,0.0100187007338
48,0.00289607583545
50,0.00522250356153
52,0.169730871916
53,0.00799634214491
55,0.0250719971955
57,0.00142842927016
58,0.00639738934115
59,0.0137217193842
62,0.0284323841333
63,0.0108849508688
64,0.0234018974006
65,0.010868806392
67,0.0180178545415
69,0.0485057421029
70,0.00253397459164
71,0.0278665553778
72,0.00365432491526
73,0.0015923732426
76,0.00645201373845
78,0.00257113715634
79,0.0334133096039
81,0.00178662652615
85,0.0118809109554
86,0.0030293611344
89,0.0360840857029
94,0.12551189959
96,0.00314448564313
97,0.0131947658956
98,0.00202507991344
99,0.0184627156705
100,0.255247592926
103,0.0834751501679
104,0.00535047054291
108,0.00883560907096
110,0.00269903452136
112,0.0240959469229
114,0.0317428037524
116,0.0190293546766
117,0.009964665398
119,0.00381965958513
120,0.00473173428327
121,0.00112492300104
123,0.0260826665908
124,0.0304889157414
126,0.00148044817615
128,0.0116767482832
129,0.0936216190457
133,0.0365123488009
138,0.0201880447567
147,0.028445256874
149,0.0172197390348
158,0.00240398943424
160,0.00770254665986
164,0.0337392687798
167,0.0724809318781
168,0.0262729711831
174,0.00946659315377
181,0.0186094138771
185,0.0337476059794
187,0.00313820224255
189,0.0115520330146
190,0.0572692677379
194,0.00604164646938
197,0.0490979738533
198,0.0193268209696
201,0.0344450734556
205,0.00758497603238
208,0.133482083678
211,0.0119136571884
216,0.0406759977341
219,0.0589761957526
223,0.00460063479841
224,0.100432150066
226,0.0144995870069
229,0.0108598805964
230,0.0152582479641
237,0.0208795368671
238,0.0206362251192
240,0.0909544155002
243,0.00238239602186
245,0.123905166984
246,0.220646634698
247,0.00452063139528
248,0.00654302956536
249,0.0027149815578
250,0.263710439205
251,0.00145087193232
255,0.10710657388
256,0.0269069280475
257,0.0774669721723
260,0.161485821009
261,0.00241633830592
263,0.214875921607
264,0.160670801997
267,0.0055198520422
268,0.0158243756741
272,0.00572445988655
274,0.00647734850645
275,0.00422565825284
277,0.277910977602
278,0.297929942608
280,0.00586432078853
281,0.0268398020416
282,0.0991146415472
283,0.0105429952964
284,0.0723443180323
286,0.0158200543374
290,0.0158219113946
291,0.0299182385206
293,0.0310107450932
295,0.116057984531
297,0.00131583632901
298,0.07425147295
300,0.00304866814986
304,0.00234318012372
305,0.00593438511714
308,0.00295454380102
309,0.00754207512364
310,0.00401749508455
312,0.0303725544363
313,0.159557759762
315,0.00640355469659
317,0.0182151254267
318,0.029624465853
321,0.0108364149928
323,0.0837203636765
325,0.00812741462141
326,0.0137217193842
327,0.0166624616832
328,0.058474957943
329,0.0195270162076
330,0.00251720752567
331,0.00821226742119
334,0.0394118651748
335,0.0098817916587
336,0.0610949769616
337,0.00367764034308
338,0.0439443774521
339,0.0151786608621
341,0.266103118658
343,0.00511572649702
346,0.00215022265911
348,0.002756890608
350,0.213027775288
351,0.00191463937517
352,0.0169151108712
357,0.0520982518792
358,0.0111473295838
360,0.0057680895552
361,0.0137901753187
364,0.0210764072835
365,0.0318902768195
366,0.016951052472
367,0.00672487774864
368,0.00482839066535
370,0.00290350290015
372,0.00263081560843
376,0.00113329046872
377,0.00368346320465
379,0.0137490238994
380,0.0112854829058
381,0.100172005594
385,0.0152050266042
386,0.0367391370237
389,0.0542123317719
391,0.0522067956626
392,0.00383897521533
393,0.0100800180808
395,0.0182360932231
396,0.00808303337544
397,0.00109869183507
398,0.0228912383318
399,0.0391204468906
400,0.0095015373081
401,0.011390469037
403,0.00513517064974
405,0.027515983209
406,0.0216861255467
409,0.00781112769619
411,0.0118908500299
413,0.00251286290586
418,0.00352606456727
419,0.0138731691986
422,0.0169151108712
424,0.267098158598
425,0.0190183911473
427,0.00314448564313
430,0.00136274064425
431,0.0151786608621
434,0.0203866958618
435,0.0290174856782
437,0.06889359653
438,0.00125872448552
439,0.113019347191
442,0.0108849508688
446,0.0159437935799
450,0.0502658747137
451,0.0105331800878
452,0.00768246268854
454,0.00138870114461
455,0.00471001304686
463,0.013315747492
464,0.0111430417746
465,0.00361319165677
467,0.149150118232
468,0.0347336046398
470,0.0103022456169
472,0.162555530667
473,0.0175603162497
475,0.00545767741278
476,0.00436859345064
479,0.0159085784107
481,0.00389939267188
483,0.0338009186089
484,0.00694997608662
486,0.0332152321935
487,0.0022892949637
491,0.0226117037237
494,0.0103664249182
495,0.00159284577239
497,0.0159649346024
498,0.0038627688773
499,0.0106930416077
503,0.0270408857614
504,0.0212206300348
505,0.00678361626342
506,0.00582514610142
507,0.0106632607058
508,0.0795328989625
509,0.0306199919432
510,0.003899598727
511,0.00437160395086
512,0.0187696367502
516,0.00190603232477
518,0.0381954535842
519,0.00550112640485
520,0.00629925262183
521,0.00296734832227
522,0.00232587289065
524,0.096887640655
525,0.00576687278226
526,0.00235088425688
528,0.0144976377487
529,0.0224707964808
531,0.0844518616796
532,0.238290339708
534,0.133083745837
536,0.0331069901586
539,0.0901746675372
540,0.0181731078774
541,0.002192807151
542,0.0974965170026
545,0.0102117434144
546,0.00296677812003
552,0.015513651073
556,0.0013220438268
557,0.00284766918048
559,0.0121780205518
562,0.0116478875279
563,0.011103656143
565,0.032277405262
569,0.0018407870084
570,0.0806489661336
574,0.0195837635547
575,0.00943839829415
585,0.00891078542918
589,0.00794478226453
590,0.0168545674533
592,0.0154240457341
593,0.0287942867726
594,0.00570917315781
595,0.0113839525729
597,0.00188508071005
601,0.0023801154457
603,0.0148718198761
604,0.00104406662285
605,0.0281872600317
607,0.0030293611344
608,0.0120340855792
610,0.020085407421
612,0.0591114349663
613,0.0527639500797
615,0.00177117274143
616,0.279609531164
617,0.0327810458839
619,0.0116016864777
620,0.14498385787
621,0.00342740281485
624,0.0272932127118
625,0.00959858112037
628,0.00410697143525
629,0.193867370486
630,0.0317881144583
632,0.0222877133638
634,0.0011924135033
637,0.0118977269158
638,0.0230880323797
642,0.018469100818
643,0.00624977657571
644,0.0877088904381
646,0.00142691540532
655,0.00910548958927
660,0.0175603162497
664,0.0173693150282
665,0.0707924216986
666,0.00259574153461
670,0.0965641140938
671,0.260203123093
672,0.00634959014133
675,0.00228349072859
676,0.0487459413707
677,0.0351036451757
678,0.00439712079242
680,0.00374174979515
683,0.154991641641
684,0.020333122462
685,0.0383319556713
691,0.0754025280476
693,0.0013564695837
696,0.00118815840688
698,0.00432055490091
699,0.0144976377487
700,0.0179160609841
703,0.00804434437305
704,0.0221063829958
705,0.00732236541808
707,0.193249374628
709,0.0738286823034
711,0.204552456737
713,0.0137217193842
716,0.0020626669284
719,0.00313805462793
721,0.0081300130114
722,0.00547878583893
723,0.0201818346977
724,0.00293655693531
727,0.00150478887372
728,0.011280875653
729,0.00273687578738
733,0.00961456354707
736,0.0096956025809
739,0.0368470363319
742,0.242022663355
743,0.0122589822859
744,0.00257084844634
745,0.240657106042
747,0.0070742177777
749,0.0239224359393
750,0.0254843197763
751,0.0270670559257
752,0.00321054877713
755,0.00435560476035
756,0.0014420876978
762,0.0306494925171
763,0.0487882010639
764,0.0169538017362
765,0.0197429917753
766,0.00747213093564
769,0.0247242823243
770,0.165543079376
773,0.00532323960215
774,0.0405758731067
776,0.0116633893922
777,0.0167193803936
778,0.00589427771047
779,0.00942798051983
780,0.00202468479984
781,0.0355856530368
786,0.0542236417532
788,0.00474884454161
794,0.022017756477
796,0.191264733672
801,0.113838799298
802,0.0212548114359
803,0.00434983475134
804,0.00271638925187
805,0.00423678848892
809,0.0305544380099
810,0.0807547792792
817,0.0145692508668
819,0.0108967190608
821,0.0082113398239
824,0.190778762102
825,0.00532654579729
826,0.164152979851
830,0.004867692478
831,0.0138107547536
832,0.00908681098372
833,0.0104181021452
837,0.02024240233
839,0.00125615904108
840,0.00278048869222
841,0.0411474816501
842,0.00194392423145
843,0.00347249000333
844,0.0961634665728
845,0.0159437935799
848,0.025475544855
853,0.0126115288585
854,0.00113599642646
855,0.00299470475875
856,0.0138646652922
861,0.00487716915086
865,0.028445256874
866,0.00130265543703
867,0.00780496187508
870,0.0027260996867
871,0.0470552705228
872,0.00926682725549
873,0.0146241188049
874,0.058227237314
875,0.00303573324345
876,0.0034631206654
879,0.0146819576621
880,0.0030293611344
883,0.0173832606524
884,0.00522701162845
886,0.020472086966
890,0.00305178156123
892,0.0215568169951
893,0.0473429858685
