ID,TARGET
2,0.0475392229855
5,0.0566280372441
6,0.00148592179175
7,0.0103067634627
9,0.00187052029651
11,0.240744590759
12,0.0508446767926
15,0.173495292664
16,0.0283078085631
17,0.0198801290244
19,0.0236044451594
21,0.00284337648191
22,0.0189191140234
24,0.0110106347129
27,0.0100000239909
28,0.0250813756138
30,0.132944941521
33,0.00259297923185
35,0.0127920536324
37,0.0231987163424
38,0.0182179976255
40,0.187287449837
41,0.0247823763639
44,0.00806856621057
46,0.0566401034594
47,0.00874320603907
48,0.00292491563596
50,0.00493959756568
52,0.173319801688
53,0.00726561341435
55,0.0253163967282
57,0.00162057753187
58,0.00899905711412
59,0.0135437790304
62,0.0280303880572
63,0.0107611827552
64,0.0236911531538
65,0.0129035972059
67,0.0170705076307
69,0.0524219051003
70,0.00251675397158
71,0.013786313124
72,0.00346488226205
73,0.00155596714467
76,0.00405694544315
78,0.00248870602809
79,0.0264694616199
81,0.00197713868693
85,0.0107270516455
86,0.00283621042036
89,0.0381821319461
94,0.132120713592
96,0.00266964733601
97,0.0156919136643
98,0.00221705669537
99,0.0181401278824
100,0.24520625174
103,0.0829132199287
104,0.00592215545475
108,0.00976088549942
110,0.00243637571111
112,0.0265193358064
114,0.036883238703
116,0.0215694271028
117,0.00932124909014
119,0.00411227252334
120,0.00357592198998
121,0.00142842228524
123,0.019123909995
124,0.0303769186139
126,0.00140491954517
128,0.0119940368459
129,0.0910186395049
133,0.0388953089714
138,0.0221213065088
147,0.0284576434642
149,0.0165873579681
158,0.00246236333624
160,0.00769988354295
164,0.0320438705385
167,0.0605222582817
168,0.0167997740209
174,0.00815766770393
181,0.021785473451
185,0.0339805819094
187,0.00267002242617
189,0.0128051126376
190,0.0563301481307
194,0.00630267011002
197,0.0265044551343
198,0.0204846952111
201,0.0355409272015
205,0.00837109610438
208,0.136119797826
211,0.0119189806283
216,0.0310364793986
219,0.0573058612645
223,0.00504505774006
224,0.104476064444
226,0.0146630611271
229,0.0115016009659
230,0.0165181234479
237,0.019783584401
238,0.0212124306709
240,0.0859835520387
243,0.00251318584196
245,0.129134193063
246,0.233107492328
247,0.00497255381197
248,0.00847677979618
249,0.00264589069411
250,0.281878679991
251,0.0013743705349
255,0.101958952844
256,0.0214360356331
257,0.0787501484156
260,0.164222970605
261,0.00264310860075
263,0.206318065524
264,0.160189181566
267,0.00667539797723
268,0.0181797724217
272,0.00661625666544
274,0.00643626693636
275,0.00414517847821
277,0.28863966465
278,0.310166835785
280,0.00474591599777
281,0.0224096886814
282,0.0905795916915
283,0.00981525238603
284,0.0584707260132
286,0.01768338494
290,0.0140463365242
291,0.0307801309973
293,0.0316651649773
295,0.0870796367526
297,0.0013915267773
298,0.0733220204711
300,0.0026391975116
304,0.00323800649494
305,0.00414836080745
308,0.00318875699304
309,0.007413177751
310,0.00456094602123
312,0.0306790564209
313,0.156803667545
315,0.00792881753296
317,0.0226101353765
318,0.0289513710886
321,0.010461717844
323,0.07171074301
325,0.00888822693378
326,0.0135829830542
327,0.0170881990343
328,0.0559737235308
329,0.0192073695362
330,0.00239860848524
331,0.00948746316135
334,0.0416263230145
335,0.00823504477739
336,0.0599349439144
337,0.00338674080558
338,0.0449941307306
339,0.0149909891188
341,0.167952895164
343,0.0062143993564
346,0.00197327439673
348,0.00281183724292
350,0.19645434618
351,0.00220130523667
352,0.0185388736427
357,0.0520554371178
358,0.0108274836093
360,0.00528504187241
361,0.0137147577479
364,0.0169149097055
365,0.0325743034482
366,0.0174054428935
367,0.00503592193127
368,0.00498991459608
370,0.00277535314672
372,0.00245347223245
376,0.0011764136143
377,0.00322056794539
379,0.0170971602201
380,0.010080864653
381,0.0935158953071
385,0.0133592449129
386,0.037254717201
389,0.0570107400417
391,0.0537735335529
392,0.00380529440008
393,0.0106384502724
395,0.0178971234709
396,0.00835671462119
397,0.00134277506731
398,0.0210443977267
399,0.0431875698268
400,0.00902403797954
401,0.0104268975556
403,0.00607337104157
405,0.0281047224998
406,0.0217198561877
409,0.00719651672989
